,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
488,1001,858,907,724,492,485,570,521,481,472,141,167
489,236,369,214,359,87,95,20,61,12,12,2,5
490,0,0,0,0,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,1,0,1,4,1,0
492,103,85,101,72,45,36,194,218,150,116,127,102
493,511,459,480,441,453,445,1039,1077,527,686,409,387
494,0,0,0,0,0,0,0,0,0,0,1,0
495,156,138,179,131,72,98,309,308,259,198,229,264
496,0,1,0,0,0,0,0,0,0,0,0,0
497,355,358,398,276,177,150,49,50,46,49,30,12
498,0,0,1,1,0,0,0,1,0,0,0,0
499,4364,4387,5200,4481,3821,3289,3730,3877,3619,3445,1596,1611
500,0,0,0,0,0,0,0,0,0,0,0,0
501,91,135,51,42,39,36,23,22,94,47,5,1
502,0,0,0,0,0,0,0,0,0,0,0,0
503,1449,951,687,659,979,1222,1054,1121,182,199,760,1106
504,6,1,1,2,2,4,5,15,1,3,10,16
505,1195,978,1370,1483,1370,1346,1182,1116,531,532,394,390
506,1,0,1,3,1,0,7,6,2,0,0,0
507,35,36,234,312,95,67,5,10,1,4,1,3
508,32,92,298,320,156,109,8,5,1,3,0,0
509,998,899,1218,1230,1225,1064,920,927,816,767,535,563
510,1,0,0,1,0,0,0,2,0,0,0,0
511,24,29,18,12,18,16,26,28,37,19,27,16
512,1638,1710,2064,1728,1450,1210,2748,2803,4191,3811,1240,1183
513,25,32,29,52,56,67,14,11,0,2,0,0
514,0,1,0,1,1,1,0,0,0,0,0,0
515,10,0,22,5,2,0,26,26,310,249,161,178
516,0,0,1,0,0,3,0,2,3,1,1,0
517,0,0,0,0,0,0,0,0,0,0,0,0
518,39,38,74,86,93,87,3,5,0,2,0,0
519,0,0,0,1,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,0
521,5556,5488,5484,5520,6524,6285,4183,4650,4114,4530,2389,2349
522,6,6,13,12,14,13,44,49,75,56,53,51
523,2,1,3,7,16,20,0,0,0,1,0,0
524,0,0,0,0,0,0,1,4,1,1,0,1
525,2,2,0,2,0,2,3,3,3,0,0,1
526,2,2,1,1,5,2,0,0,4,1,0,0
527,2,2,0,1,1,1,2,3,2,5,1,1
528,14,10,5,7,1,5,6,13,3,4,3,3
529,5,4,7,8,3,9,2,3,3,6,1,1
530,1,0,0,0,0,0,5,5,7,3,0,0
531,56,62,38,47,54,65,33,42,27,33,6,9
532,0,0,0,1,0,0,3,1,2,2,0,0
533,141,150,182,196,227,202,106,108,66,62,25,19
534,236,225,241,234,328,342,207,207,155,191,38,37
535,0,0,1,0,1,0,0,1,0,1,0,0
536,0,0,0,0,3,1,0,0,0,0,0,0
537,170,210,55,87,103,93,94,100,21,35,10,4
538,3,5,6,6,9,3,15,17,26,12,5,10
539,2707,3082,3637,3217,2944,2599,3936,4449,4059,3625,1777,1819
540,6160,5797,9043,7862,7104,6757,2880,2876,2704,2387,1396,1352
541,6,2,5,4,8,5,0,0,2,2,0,0
542,1,4,8,2,5,3,4,6,85,21,2,1
543,1,3,0,0,0,0,0,0,0,0,0,0
544,99,71,32,30,6,10,15,20,215,118,92,112
545,3828,2909,4018,3483,2982,2457,3695,3842,4142,3499,1814,1888
546,6,14,13,15,3,1,5,2,2,2,0,2
547,462,344,312,338,465,408,220,219,102,86,42,27
548,1,0,0,0,2,0,0,2,0,1,0,0
549,32,37,16,23,14,19,309,384,26,15,4,5
550,0,0,0,0,0,0,0,0,0,0,0,0
551,34824,31402,33474,24632,14438,12555,30222,26548,21395,16425,5762,5990
552,39,34,44,44,21,19,22,16,21,12,7,5
553,0,0,0,0,0,1,0,0,0,0,0,0
554,16,31,12,19,11,9,15,16,17,12,8,8
555,0,1,0,0,0,0,0,0,1,0,0,0
556,0,0,0,0,0,0,0,0,0,0,0,0
557,33697,25551,24503,22808,14660,13623,32483,30663,20028,16222,7171,6950
558,260,208,270,235,287,332,174,159,62,52,48,38
559,209,152,172,143,131,138,232,219,209,159,169,141
560,176,118,65,47,51,73,10,20,6,5,10,8
561,345,323,443,347,242,234,565,545,555,461,178,167
562,0,2,0,0,1,0,0,0,0,0,0,0
563,1,0,1,0,1,1,0,0,0,0,0,0
564,2,3,0,1,0,0,0,2,0,2,0,0
565,22,30,20,15,4,6,1,4,2,4,0,0
566,5,3,1,1,0,1,2,4,0,2,0,0
567,0,0,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,1,0,0
569,1345,1464,1561,1339,1153,1062,1403,1489,1942,1837,896,839
570,56,109,265,161,364,261,20,38,37,59,154,166
571,1094,855,795,769,922,1047,1331,1409,1010,966,1148,1430
572,17,32,137,133,42,75,7,7,11,7,11,11
573,5,14,1,0,0,2,89,82,1,0,0,1
574,30,27,12,4,4,0,542,596,105,90,139,115
575,1,1,0,0,0,0,8,8,1,0,0,0
576,343,309,368,319,211,175,245,306,277,228,116,131
577,2,3,2,0,1,0,51,44,31,25,51,41
578,25,43,26,22,15,25,5,10,12,3,6,12
579,637,564,689,593,561,640,753,804,659,504,312,406
580,1,0,0,2,0,3,2,4,2,1,0,0
581,4,16,9,7,5,3,7,12,6,7,1,0
582,0,0,3,0,0,0,0,1,1,0,2,1
583,1581,1392,1577,1299,1155,1008,2204,2333,1794,1786,869,837
584,330,342,372,350,429,435,259,277,215,218,237,254
585,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0
587,1,0,2,1,1,0,0,0,1,0,0,0
588,223,490,808,842,798,759,1,2,3,5,2,3
589,159,367,574,607,642,597,4,2,4,7,2,3
590,0,0,0,0,0,1,0,0,0,0,0,0
591,0,0,0,1,2,1,0,0,0,0,0,0
592,16,9,12,6,7,5,0,9,4,1,2,0
593,1,4,3,4,1,0,0,0,0,0,0,0
594,6,1,20,12,10,6,2,0,2,3,0,0
595,103,103,85,71,77,84,136,184,113,89,56,60
596,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,1,1,0,0,0,0,0,0
598,0,1,0,0,0,0,0,0,0,0,0,0
599,26,35,10,26,6,23,0,0,0,0,0,0
600,4,11,4,3,0,0,1,2,0,0,0,0
601,3145,3900,5261,4244,2930,3196,575,772,318,320,95,93
602,0,0,0,1,0,0,0,2,0,0,0,1
603,0,0,0,0,1,0,0,1,0,0,3,0
604,1204,1202,1908,2269,3000,2640,2359,2422,3445,3513,3023,2528
605,0,0,0,0,0,0,0,0,0,0,0,0
606,978,687,975,903,662,640,1493,1684,1834,1543,1515,1507
607,0,0,0,1,0,0,1,1,2,0,2,0
608,0,1,0,2,0,1,0,0,1,1,0,1
609,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,2,1,3,1,0,0,0,0,0
611,4031,4089,8197,8070,11635,9656,562,563,229,177,896,1160
612,1835,1708,2068,1727,1555,1441,1499,1595,1201,1022,499,534
613,0,0,0,0,0,0,0,0,0,0,0,0
614,1026,1771,750,1508,1257,708,1929,6001,528,1046,655,339
615,100,103,47,49,23,18,4760,4148,685,969,931,1102
616,0,0,0,0,0,0,5,7,3,4,1,1
617,29,57,48,50,28,32,798,1189,633,702,212,234
618,2409,2341,2433,2352,2629,2057,4248,4763,4137,4225,854,856
619,17,10,13,5,12,16,4,3,0,3,0,0
620,268,293,314,254,198,191,408,301,255,316,263,232
621,743,728,1129,1015,725,611,1089,1073,992,951,669,633
622,289,264,279,227,175,157,294,314,337,302,215,230
623,220,186,233,205,180,158,849,884,872,770,794,925
624,13,20,29,34,21,9,37,58,22,26,13,9
625,0,0,0,0,0,0,0,0,0,0,0,0
626,8,14,2,6,2,1,2,5,1,1,2,0
627,43,37,19,21,18,16,122,107,84,78,47,35
628,735,686,761,738,752,726,956,1040,644,535,371,376
629,0,0,1,0,0,0,2,0,0,0,2,1
630,234,149,132,107,274,299,457,505,375,339,202,217
631,1450,1844,2391,2594,3677,3608,6203,6736,3180,3589,913,906
632,148,117,162,169,193,197,247,235,111,110,67,78
633,289,221,228,188,245,329,151,190,51,52,27,36
634,12,12,33,27,23,33,5,2,0,0,0,0
635,1206,1146,815,726,956,938,427,528,221,187,137,102
636,1130,999,1307,1306,907,837,1763,1572,2111,1824,1352,1389
637,0,0,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0,0,0
645,555,625,687,781,644,593,717,776,673,690,580,557
646,1,2,0,2,1,2,0,2,0,0,0,0
647,1994,2088,1832,1658,1154,1140,950,1044,662,557,278,298
648,0,1,0,0,0,1,0,0,0,0,0,0
649,0,1,0,0,0,0,0,0,0,0,0,0
650,4,5,7,5,3,5,3,7,4,9,5,2
651,157,120,133,152,106,103,190,180,161,108,92,66
652,1039,829,724,634,783,983,1136,1384,1651,1429,1186,1166
653,2,2,3,3,1,0,3,1,1,2,0,0
654,206,177,130,117,150,171,199,222,112,94,101,121
655,72,50,18,14,23,24,24,49,217,128,13,10
656,0,2,0,0,0,0,0,0,1,0,0,0
657,796,1008,337,325,128,100,15,31,15,14,22,23
658,0,2,1,0,0,0,0,2,4,2,1,1
659,185,182,56,36,0,1,102,147,225,265,1,0
660,5,3,4,4,4,2,7,4,0,2,2,1
661,349,586,675,547,348,434,201,207,73,89,70,86
662,376,488,652,515,347,447,393,450,207,234,141,155
663,280,231,217,202,127,105,324,288,275,209,156,140
664,704,554,605,608,661,718,894,859,640,507,423,469
665,5,0,1,2,0,0,1,7,1,2,0,2
666,24982,24531,23390,19765,20065,17193,16942,19592,27296,23905,18743,18615
667,5043,4595,5849,5474,5355,4667,3944,4340,3429,3310,1686,1775
668,268,217,169,177,254,202,338,323,344,256,242,256
669,2271,2024,2169,1834,1775,1809,2684,3127,2955,2926,2238,2709
670,810,533,971,872,755,679,89,116,17,15,14,14
671,579,444,520,441,358,377,468,553,509,443,189,180
672,1230,1058,1014,940,885,824,1116,1153,833,754,419,422
673,738,600,587,492,359,318,1016,922,672,467,420,436
674,1284,1176,1171,934,1047,1026,1008,1066,563,459,239,260
675,110,65,88,80,84,91,183,182,140,133,97,102
676,25,21,14,15,14,17,4,10,7,9,1,0
677,1,2,2,3,2,1,3,2,1,4,1,0
678,7,6,4,2,2,2,7,5,6,5,2,7
679,0,2,1,0,0,0,0,1,0,0,0,0
680,0,0,0,0,1,0,0,0,0,0,0,0
681,0,1,0,1,0,1,1,0,0,0,0,1
682,0,0,0,0,0,0,0,0,0,0,0,0
683,300,274,297,270,356,368,323,320,193,232,224,234
684,21,37,31,28,36,36,18,10,5,6,10,6
685,0,0,0,0,0,0,0,0,0,0,0,0
686,401,429,489,412,465,442,292,288,305,313,193,195
687,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0,0,0
689,0,3,0,1,0,0,5,2,19,11,64,57
690,0,0,0,2,4,3,19,9,48,90,236,277
691,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0,0,0
693,0,0,0,0,0,0,0,0,0,0,0,0
694,1,0,0,0,0,0,0,1,0,0,0,0
695,470,409,482,456,305,255,724,851,708,608,317,318
696,1045,982,771,588,542,576,1446,1334,968,899,418,460
697,66,68,79,64,67,91,103,101,96,67,63,58
698,3032,2609,2727,2546,2116,2065,2864,2508,1060,1010,366,315
699,2,5,4,4,3,4,10,10,6,8,1,2
700,2,6,1,0,5,2,0,0,0,0,1,0
701,0,0,0,0,0,0,0,0,0,0,0,0
702,130,139,120,107,78,72,144,163,133,116,61,62
703,0,0,0,0,0,0,1,2,1,3,0,0
704,0,0,0,0,0,0,0,0,0,0,0,0
705,3,1,1,0,0,0,0,0,0,0,0,0
706,153,157,75,81,236,321,25,27,3,1,5,3
707,1,0,0,0,0,6,1,1,0,0,0,0
708,1082,1136,895,795,757,687,1180,1139,546,542,402,428
709,997,885,726,665,741,982,1157,1263,1199,1305,928,1140
710,266,245,298,273,236,188,400,399,608,483,342,343
711,721,601,1155,1213,1891,1929,321,258,422,478,795,950
712,5,7,6,5,3,12,5,12,12,11,1,11
713,1943,1700,2018,1593,1261,1188,862,934,951,859,403,466
714,1,0,1,4,3,0,0,0,2,0,0,0
715,1088,1173,1307,1137,1134,1128,1613,1680,1096,1130,601,505
716,903,882,553,436,378,378,1065,841,91,106,17,17
717,0,0,0,1,0,0,0,0,1,4,0,0
718,815,800,514,466,607,464,731,717,761,871,323,338
719,1533,1517,1636,1530,1553,1413,2165,2233,2289,2341,1169,1164
720,5249,5417,2221,3321,6026,4206,2531,2886,670,1167,732,728
721,8,0,3,4,12,9,0,0,0,1,0,1
722,0,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0,0,0
726,0,3,0,0,0,0,0,1,2,2,2,0
727,1122,1213,10,4,1,0,16,25,10,13,13,6
728,2,1,0,0,0,0,0,0,0,0,0,0
729,7,7,5,5,2,1,1,1,0,0,0,0
730,443,389,33,29,67,47,1,1,0,0,0,0
731,58,62,54,26,21,13,64,101,69,84,12,13
732,0,0,0,0,0,0,0,0,0,0,0,0
733,20,22,5,3,1,0,4,9,13,15,35,26
734,859,885,1007,852,837,777,376,353,309,309,148,181
735,0,0,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0,0,0
737,916,786,929,821,767,632,1381,1284,1191,885,868,902
738,1427,1560,1757,1280,626,495,1359,1294,1190,1151,475,483
739,2473,2267,1968,2287,3524,3085,1503,1496,891,1029,484,492
740,10,15,16,3,2,4,4,8,6,2,4,14
741,502,324,171,115,170,96,1501,1567,663,621,876,750
742,128,74,266,310,381,307,36,46,2,0,0,0
743,402,420,173,210,95,169,4510,4371,884,744,267,343
744,0,0,0,0,0,0,0,0,0,0,0,0
745,845,1072,1124,904,816,647,2246,2261,1564,1582,460,492
746,867,897,627,560,423,400,894,879,342,357,164,156
747,352,369,280,177,138,147,1168,1108,522,631,300,268
748,639,594,624,528,547,417,717,681,348,303,177,206
749,34,15,20,17,25,26,66,42,10,9,27,19
750,0,2,7,3,3,2,0,0,0,0,0,0
751,1,2,3,1,0,1,0,0,1,1,0,0
752,45,44,187,142,66,92,37,30,113,88,26,21
753,1559,1619,2845,2876,4363,3469,4037,3891,11050,10916,5542,5421
754,48,45,35,37,22,28,36,53,23,31,10,13
755,296,246,211,146,79,76,293,323,815,993,1317,1419
756,9,0,2,2,0,0,0,0,0,0,0,0
757,6,0,1,1,0,0,0,0,0,0,0,0
758,2,4,0,2,0,1,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0,0
760,918,896,665,690,838,798,566,565,219,275,305,301
761,680,495,491,449,608,623,475,436,369,356,283,288
762,2,0,1,1,0,1,0,0,0,0,0,0
763,411,375,374,247,198,146,456,404,306,255,185,165
764,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,1,0,0,0,1,0,8,3,4
766,3930,3876,5897,4953,5123,4396,3226,3669,4543,4407,1762,1888
767,1697,1777,1397,1306,1476,1216,1975,1961,1513,1504,1158,962
768,2,1,2,7,2,1,17,24,13,9,4,7
769,0,1,2,3,1,3,0,0,0,0,0,0
770,138,157,496,430,422,409,265,409,18,54,38,32
771,296,280,330,346,261,281,599,868,82,75,133,102
772,903,957,946,820,504,493,1518,1753,1223,981,483,459
773,1,2,2,5,1,0,0,2,0,0,0,1
774,2,0,3,2,5,1,0,0,1,0,0,1
775,4,8,6,2,9,5,2,5,1,2,1,3
776,912,811,890,701,633,639,1358,1531,1193,1167,650,685
777,0,0,0,1,1,0,0,1,2,1,0,1
778,1343,1370,1256,1111,1227,1200,1624,1734,1514,1526,1341,1254
779,261,257,216,203,137,176,229,241,172,111,175,138
780,1608,1439,1482,1295,1316,1298,1679,1731,1582,1316,750,781
781,0,0,0,0,1,0,0,0,0,0,0,0
782,2780,3219,4215,4288,3835,3084,2943,3716,3644,3545,1754,1611
783,10,5,48,63,63,63,1,2,1,0,0,1
784,1429,1291,918,598,173,156,2725,2317,2023,774,1294,1318
785,1216,1015,1301,1047,949,884,1836,1832,1599,1150,872,876
786,726,536,275,191,195,302,1244,1305,117,71,17,23
787,4,12,2,1,1,1,0,0,0,0,0,0
788,185,232,209,197,121,118,298,267,210,193,70,80
789,40,37,26,7,11,9,375,347,302,362,219,200
790,176,216,101,96,72,69,1991,2008,1480,1749,882,967
791,0,0,0,0,0,0,0,0,0,0,0,0
792,1,0,0,0,0,0,1,0,0,0,0,0
793,1,3,3,2,6,1,9,11,8,10,4,3
794,984,1039,1418,1216,1000,909,2466,2280,3457,3587,1821,1848
795,666,1114,1170,1179,469,335,956,759,835,1097,543,497
796,53,48,73,68,37,45,935,759,746,881,325,303
797,1,0,3,1,0,2,7,8,32,29,136,118
798,0,0,0,0,2,1,5,3,32,27,91,74
799,16,14,955,454,692,603,426,737,17003,13102,28548,30048
800,4,8,2,0,0,0,5,3,1,1,0,1
801,317,863,482,420,148,94,44,96,478,356,15,7
802,0,0,0,0,0,0,0,1,0,2,0,0
803,26,38,29,30,29,17,1,2,3,1,0,1
804,15,15,32,29,12,6,3,4,4,4,2,6
805,7693,8774,10227,9067,7366,6286,5364,5998,3985,3768,1174,1036
806,473,375,301,222,89,102,931,833,1150,1005,329,297
807,890,692,803,737,743,769,963,988,937,846,652,592
808,604,535,572,521,516,381,322,373,338,349,39,62
809,803,726,504,438,640,801,209,186,185,130,235,262
810,989,972,821,680,649,714,713,797,454,527,229,200
811,57,45,25,22,21,29,36,28,18,9,13,9
812,1,0,1,0,0,0,0,0,1,0,0,0
813,1,4,13,9,1,2,100,179,295,202,255,260
814,186,162,169,125,82,116,864,1698,1958,1954,1040,1100
815,261,177,68,53,16,31,419,422,645,666,207,173
816,263,401,771,750,474,544,98,96,106,128,145,166
817,6593,6959,7301,7084,6203,5382,3175,3232,3403,2998,4135,5445
818,81,67,126,163,229,245,121,171,124,127,45,49
819,1642,1526,1570,1268,1080,950,2206,2147,1482,959,986,997
820,258,249,307,243,155,103,1993,1971,1483,1434,600,643
821,1185,1195,1271,1129,840,706,1123,1036,876,775,264,249
822,318,273,318,321,241,200,304,354,280,230,882,968
823,458,409,993,954,561,489,1069,1625,1225,1146,829,885
824,0,0,0,0,0,0,0,0,0,0,0,0
825,0,2,2,0,0,0,0,0,0,0,0,0
826,8,11,34,15,7,6,39,58,120,54,6,10
827,533,697,1568,1249,423,332,581,713,657,858,163,130
828,465,389,292,254,229,249,551,504,34,30,42,29
829,1139,1044,974,880,988,929,1031,1047,329,355,313,304
830,451,338,271,233,298,288,587,708,558,442,353,385
831,59,41,27,31,45,62,46,42,26,28,15,21
832,2194,2620,341,574,138,122,2,7,1,4,1,2
833,38,41,83,95,14,11,9,22,74,154,62,64
834,0,0,0,0,0,0,0,0,0,0,0,0
835,534,278,141,163,495,459,37,64,1,9,1,6
836,938,860,772,736,990,967,1031,1005,687,674,430,480
837,603,388,459,374,628,670,617,587,434,486,587,694
838,4658,4272,4757,4036,4694,2926,3148,3328,2839,2286,2329,2063
839,408,445,409,584,519,574,4092,3926,1754,1851,1108,1377
840,1,0,1,0,1,0,25,21,10,20,8,11
841,0,1,1,0,0,1,1,0,10,12,0,0
842,0,0,3,0,0,2,2,5,12,5,0,1
843,12,6,9,5,6,6,4,1,3,0,0,0
844,88,53,38,40,44,31,36,68,38,25,5,4
845,1081,751,589,368,234,296,668,707,440,253,162,174
846,432,431,396,387,270,260,644,534,432,352,176,161
847,6858,7126,7530,6823,6769,5888,6500,6648,5431,5215,2240,1946
848,2763,2394,3134,3006,2519,2235,2911,2579,2392,2301,1053,912
849,32,40,30,52,228,197,11,5,2,6,0,0
850,1352,1171,1668,1795,7334,5880,181,196,32,32,20,17
851,111,147,325,403,756,639,13,10,0,0,3,1
852,10516,11759,2680,3696,5994,6666,1815,2049,51,66,31,49
853,0,0,9,14,14,12,0,0,0,0,0,0
854,2306,3097,27529,24157,11835,9591,5,10,60,39,8,17
855,16,7,11,14,17,15,5,11,1,8,3,4
856,43603,27763,17228,17394,21260,28792,19801,20807,5874,6087,7395,9040
857,6,6,4,4,3,5,12,5,15,8,1,4
858,4,1,0,3,4,2,28,20,12,14,7,5
859,8912,11580,4786,5395,1007,734,3095,2871,140,122,94,76
860,933,1281,991,1092,233,182,64,60,8,3,3,5
861,283,187,237,216,114,108,122,83,66,49,19,6
862,3,0,0,1,1,0,0,0,0,0,0,0
863,57,109,100,69,47,38,14,28,34,22,26,27
864,1904,1709,1756,1435,1245,1174,2573,2557,3024,2666,1500,1641
865,0,0,0,0,0,0,1,0,0,0,0,0
866,652,481,489,394,360,282,837,837,1030,864,698,774
867,2001,2112,2036,1835,1998,1912,2673,2986,2373,2194,1466,1425
868,0,0,0,0,0,0,0,0,0,0,0,0
869,402,362,276,264,365,350,608,529,305,243,247,222
870,463,454,315,306,221,646,614,743,410,391,177,264
871,2,2,2,1,3,0,1,5,2,2,1,1
872,0,0,1,0,0,1,0,2,0,0,0,0
873,3887,3329,3088,2194,1972,2070,3055,3893,3884,3835,668,637
874,6,4,4,10,16,21,6,3,0,0,2,1
875,552,369,802,957,1547,1663,203,214,158,107,79,76
876,44,34,41,35,24,25,50,66,23,18,38,19
877,3756,3081,3894,2988,2139,2178,1033,1043,1165,620,26,31
878,487,188,265,116,58,58,775,578,1421,884,103,88
879,0,0,0,0,0,2,1,1,2,2,4,4
880,13,1,7,5,4,9,5,5,13,2,4,3
881,1053,933,1003,875,1254,1161,1556,1833,1403,1568,447,401
882,14,12,0,2,1,1,1,4,0,0,2,0
883,2322,1489,1050,841,1131,1203,8054,8038,2447,3315,1739,1444
884,1272,1128,738,586,729,741,2719,3199,1623,1495,544,535
885,509,474,627,545,436,383,690,666,542,512,410,450
886,3287,2678,4520,5198,9098,9286,125,189,54,128,27,35
887,383,179,344,392,832,887,104,93,54,70,110,63
888,2398,1929,2126,1730,1876,1818,1809,1704,1324,1001,1033,1026
889,994,799,683,589,766,662,405,416,76,47,30,59
890,39167,34423,65123,80746,96263,86626,7453,10004,4140,5312,1076,1035
891,1930,2056,3107,2855,2077,1869,273,296,92,77,20,14
892,8,4,8,4,6,4,1,2,0,0,0,0
893,456,446,329,319,74,56,2607,3152,643,691,235,248
894,32,20,12,11,14,10,53,93,12,10,4,2
895,6944,7697,6304,7997,6099,4987,1169,1512,112,153,26,22
896,0,2,0,0,1,0,0,0,0,0,0,0
897,760,829,754,667,540,572,742,948,575,571,369,360
898,3,1,0,0,1,0,1,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0
900,115,134,538,570,898,901,211,319,52,90,202,183
901,29,30,42,44,48,49,9,13,3,3,12,8
902,1472,1828,1632,2049,1384,1220,882,918,161,222,129,175
903,0,0,0,0,0,0,0,0,0,0,0,0
904,0,4,5,0,0,0,5,5,0,0,0,1
905,2703,2905,3436,3185,2920,2793,2099,2238,1715,1502,516,580
906,3,5,7,8,4,6,8,11,9,2,1,2
907,146,162,191,200,203,206,171,182,105,102,59,45
908,109,101,109,97,32,24,103,123,100,65,149,107
909,0,0,0,0,0,0,0,0,0,0,0,0
910,1330,1210,3444,2958,2912,2516,953,1016,820,764,213,219
911,4,8,12,13,20,16,6,11,9,11,3,9
912,3,2,6,12,14,10,1,2,0,0,0,0
913,73,79,97,66,46,62,88,86,65,40,13,19
914,11,22,8,6,5,8,3,4,1,0,0,1
915,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0
918,12,15,24,20,8,2,8,4,9,7,9,11
919,0,0,0,0,0,0,0,0,0,0,0,0
920,2077,1957,2079,2571,3572,3406,11122,9932,1781,1939,2379,2265
921,0,0,0,0,0,0,0,0,0,0,0,0
922,1,0,0,0,1,1,0,1,0,0,0,0
923,27,39,30,39,19,30,58,67,70,67,34,39
924,0,0,0,0,0,0,0,0,0,0,0,0
925,531,527,390,357,427,363,682,671,607,595,723,719
926,0,0,0,0,1,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,2,0
928,968,925,1017,967,830,767,1018,1022,786,645,736,746
929,249,283,210,133,55,53,203,251,150,72,193,119
930,0,0,0,0,0,0,0,1,0,0,0,0
931,0,0,0,0,1,0,0,0,0,0,0,0
932,0,0,0,0,0,0,1,0,0,0,0,0
933,6,6,1,3,3,1,1,0,1,0,0,0
934,5,7,0,4,0,0,3,0,0,1,0,0
935,73,126,24,54,25,14,62,33,4,1,1,3
936,6,7,1,1,0,1,1,1,0,0,0,0
937,0,0,0,0,0,0,0,0,0,0,0,0
938,0,0,0,0,1,0,0,0,0,0,0,0
939,1126,1084,1261,1017,860,837,1229,1224,983,942,653,614
940,6,2,6,1,1,2,2,0,3,1,13,16
941,275,247,363,355,373,324,383,308,222,179,183,203
942,649,594,522,540,806,722,541,553,184,192,161,156
943,640,461,529,471,445,390,843,823,899,615,854,829
944,3648,3265,5564,5272,4929,5032,1372,1651,211,183,225,269
945,0,0,0,0,0,0,0,0,0,0,0,0
946,1,0,1,0,1,1,0,0,0,0,0,0
947,16,11,64,53,14,8,6,6,14,6,16,13
948,0,0,0,0,0,0,0,0,0,0,0,0
949,0,2,2,2,7,5,0,0,0,0,0,0
950,265,268,230,507,104,159,0,0,0,5,0,1
951,17,23,12,9,10,3,73,77,34,28,15,13
952,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0,0,0,0,0
954,516,484,257,235,374,315,1262,949,304,239,222,279
955,0,0,0,0,2,1,0,0,0,0,0,0
956,1526,1677,1193,1162,1481,2171,551,620,129,165,112,92
957,3800,3717,3547,2803,1747,1815,3268,3371,2717,2288,1362,1394
958,3,1,0,0,0,0,3,10,1,0,1,1
959,0,0,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,0
961,737,767,787,786,1025,1002,592,632,700,646,1178,1246
962,4396,3740,3640,3167,3518,3252,3732,3664,3144,2803,1786,1845
963,7,8,8,12,10,15,11,11,12,3,2,2
964,3399,3888,1434,1474,3881,3527,27,45,7,5,9,13
965,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0
967,8338,7886,7502,4960,2410,2258,8596,7952,9114,7164,4491,4689
968,534,482,288,245,337,374,385,369,321,334,199,177
969,245,233,183,132,203,276,297,423,229,199,136,167
970,1925,1812,1511,1415,1484,1323,1356,1477,939,886,333,368
971,264,249,386,391,258,217,518,469,456,454,484,450
972,8775,7962,16834,19690,26428,22436,97,111,141,133,112,111
973,2329,1995,2377,1890,2243,1871,1895,2296,3329,2926,2514,2395
974,3790,3303,5778,5854,5802,5174,1611,1676,2630,2099,1366,1267
975,247,192,237,239,237,227,191,140,72,53,81,41
